web-scraper-order,web-scraper-start-url,title,detail,detail-href,year,rate,duration_hour,duration_min,duration,imdb_rating,num_vote,num_vote_clean,release_date,release_date_country,date,day,month,year,gross_us_can,gross_opening_weekend,gross_worldwide
1647970432-1541,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Birds of Prey,Birds of Prey,https://www.imdb.com/title/tt7713068/?ref_=adv_li_tt,2020,18,1h,49m,109,6,225K,225000,"February 5, 2020 (Thailand)",Thailand,05-Feb-20,05,Feb,2020,"$84,172,791 ","$33,010,017 ","$201,872,791 "
1647967953-1013,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,https://www.imdb.com/title/tt1298650/?ref_=adv_li_tt,2011,PG-13,2h,17m,137,6.6,510K,510000,"May 19, 2011 (Thailand)",Thailand,19-May-11,19,May,2011,"$241,071,802 ","$90,151,958 ","$1,045,713,802 "
1647970938-1648,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",1917,1917,https://www.imdb.com/title/tt8579674/?ref_=adv_li_tt,2019,R,1h,59m,119,8.3,539K,539000,"January 30, 2020 (Thailand)",Thailand,30-Jan-20,30,Jan,2020,"$159,227,644 ","$576,216 ","$384,919,389 "
1647963524-87,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Promise,The Promise,https://www.imdb.com/title/tt4776998/?ref_=adv_li_tt,2016,PG-13,2h,13m,133,6,175K,175000,"April 21, 2017 (United States)",United States,21-Apr-17,21,Apr,2017,"$8,224,288 ","$4,095,718 ","$12,448,676 "
1647972814-2040,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",A Tale of Two Sisters,A Tale of Two Sisters,https://www.imdb.com/title/tt0365376/?ref_=adv_li_tt,2003,R,1h,54m,114,7.1,61K,61000,"June 13, 2003 (South Korea)",South Korea,13-Jun-03,13,Jun,2003,"$72,541 ","$1,060 ","$1,062,878 "
1647976421-2826,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Kiss the Girls,Kiss the Girls,https://www.imdb.com/title/tt0119468/?ref_=adv_li_tt,1997,R,1h,55m,115,6.6,72K,72000,"October 3, 1997 (United States)",United States,03-Oct-97,03,Oct,1997,"$60,527,873 ","$13,215,167 ","$60,527,873 "
1647974543-2416,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Valhalla Rising,Valhalla Rising,https://www.imdb.com/title/tt0862467/?ref_=adv_li_tt,2009,Not Rated,1h,33m,93,6,59K,59000,"March 31, 2010 (Denmark)",Denmark,31-Mar-10,31,Mar,2010,"$30,638 ","$7,905 ","$282,737 "
1647965777-547,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Disaster Artist,The Disaster Artist,https://www.imdb.com/title/tt3521126/?ref_=adv_li_tt,2017,R,1h,44m,104,7.3,150K,150000,"December 8, 2017 (United States)",United States,08-Dec-17,08,Dec,2017,"$21,120,616 ","$1,211,345 ","$29,820,616 "
1647971176-1699,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Deadpool,Deadpool,https://www.imdb.com/title/tt1431045/?ref_=adv_li_tt,2016,15,1h,48m,108,8,987K,987000,"February 11, 2016 (Thailand)",Thailand,11-Feb-16,11,Feb,2016,"$363,070,709 ","$132,434,639 ","$782,836,791 "
1647979773-3558,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Crash,Crash,https://www.imdb.com/title/tt0115964/?ref_=adv_li_tt,1996,NC-17,1h,40m,100,6.4,58K,58000,"October 4, 1996 (Canada)",Canada,04-Oct-96,04,Oct,1996,"$2,664,812 ","$738,339 ","$2,671,291 "
1647971789-1817,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Queen,Queen,https://www.imdb.com/title/tt3322420/?ref_=adv_li_tt,2013,Not Rated,2h,26m,146,8.2,65K,65000,"March 7, 2014 (India)",India,07-Mar-14,07,Mar,2014,null,null,"$502,391 "
1647976965-2945,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Sexy Beast,Sexy Beast,https://www.imdb.com/title/tt0203119/?ref_=adv_li_tt,2000,R,1h,29m,89,7.3,60K,60000,"January 12, 2001 (United Kingdom)",United Kingdom,12-Jan-01,12,Jan,2001,"$6,946,056 ","$170,356 ","$10,045,893 "
1647966193-637,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Adaptation.,Adaptation.,https://www.imdb.com/title/tt0268126/?ref_=adv_li_tt,2002,R,1h,55m,115,7.7,189K,189000,"February 14, 2003 (United States)",United States,14-Feb-03,14,Feb,2003,"$22,498,520 ","$384,478 ","$32,801,173 "
1647975078-2532,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Volcano,Volcano,https://www.imdb.com/title/tt0120461/?ref_=adv_li_tt,1997,PG-13,1h,44m,104,5.5,76K,76000,"July 25, 1997 (Thailand)",Thailand,25-Jul-97,25,Jul,1997,"$49,323,468 ","$14,581,740 ","$122,823,468 "
1647974075-2313,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Devil's Own,The Devil's Own,https://www.imdb.com/title/tt0118972/?ref_=adv_li_tt,1997,R,1h,51m,111,6.2,64K,64000,"March 26, 1997 (United States)",United States,26-Mar-97,26,Mar,1997,"$42,868,348 ","$14,274,503 ","$140,807,547 "
1647965504-490,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",A Fistful of Dollars,A Fistful of Dollars,https://www.imdb.com/title/tt0058461/?ref_=adv_li_tt,1964,R,1h,39m,99,7.9,212K,212000,"September 12, 1964 (Italy)",Italy,12-Sep-64,12,Sep,1964,"$14,500,000 ",null,"$14,516,248 "
1647978947-3379,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Mandy,Mandy,https://www.imdb.com/title/tt6998518/?ref_=adv_li_tt,2018,Not Rated,2h,1m,121,6.5,74K,74000,"September 14, 2018 (United States)",United States,14-Sep-18,14,Sep,2018,"$1,233,694 ","$225,723 ","$1,555,203 "
1647965266-442,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Tourist,The Tourist,https://www.imdb.com/title/tt1243957/?ref_=adv_li_tt,2010,PG-13,1h,43m,103,6,237K,237000,"December 10, 2010 (United Kingdom)",United Kingdom,10-Dec-10,10,Dec,2010,"$67,631,157 ","$16,472,458 ","$278,780,441 "
1647965118-423,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250","Definitely, Maybe","Definitely, Maybe",https://www.imdb.com/title/tt0832266/?ref_=adv_li_tt,2008,PG-13,1h,52m,112,7.2,164K,164000,"February 8, 2008 (United Kingdom)",United Kingdom,08-Feb-08,08,Feb,2008,"$32,241,649 ","$9,764,270 ","$55,990,299 "
1647964301-256,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Lars and the Real Girl,Lars and the Real Girl,https://www.imdb.com/title/tt0805564/?ref_=adv_li_tt,2007,PG-13,1h,46m,106,7.3,144K,144000,"November 2, 2007 (United States)",United States,02-Nov-07,02,Nov,2007,"$5,972,884 ","$90,418 ","$11,293,663 "
1647970017-1451,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Death Proof,Death Proof,https://www.imdb.com/title/tt1028528/?ref_=adv_li_tt,2007,TV-MA,2h,7m,127,7,285K,285000,"July 26, 2007 (Thailand)",Thailand,26-Jul-07,26,Jul,2007,null,null,"$31,126,421 "
1647977982-3168,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Conan the Barbarian,Conan the Barbarian,https://www.imdb.com/title/tt0816462/?ref_=adv_li_tt,2011,R,1h,53m,113,5.1,98K,98000,"August 19, 2011 (United States)",United States,19-Aug-11,19,Aug,2011,"$21,295,021 ","$10,021,215 ","$63,523,283 "
1647967906-1003,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Dark Shadows,Dark Shadows,https://www.imdb.com/title/tt1077368/?ref_=adv_li_tt,2012,PG-13,1h,53m,113,6.2,261K,261000,"May 10, 2012 (Australia)",Australia,10-May-12,10,May,2012,"$79,727,149 ","$29,685,274 ","$245,527,149 "
1647976307-2801,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",To Catch a Thief,To Catch a Thief,https://www.imdb.com/title/tt0048728/?ref_=adv_li_tt,1955,PG,1h,46m,106,7.4,71K,71000,"August 5, 1955 (United States)",United States,05-Aug-55,05,Aug,1955,null,null,"$2,964 "
1647966393-681,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Due Date,Due Date,https://www.imdb.com/title/tt1231583/?ref_=adv_li_tt,2010,R,1h,35m,95,6.5,338K,338000,"November 5, 2010 (United States)",United States,05-Nov-10,05,Nov,2010,"$100,539,043 ","$32,689,406 ","$211,780,824 "
1647963529-88,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Mallrats,Mallrats,https://www.imdb.com/title/tt0113749/?ref_=adv_li_tt,1995,R,1h,34m,94,7.1,121K,121000,"October 20, 1995 (United States)",United States,20-Oct-95,20,Oct,1995,"$2,122,561 ","$1,153,838 ","$2,122,561 "
1647978879-3364,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Mr. Smith Goes to Washington,Mr. Smith Goes to Washington,https://www.imdb.com/title/tt0031679/?ref_=adv_li_tt,1939,Passed,2h,9m,129,8.1,114K,114000,"October 19, 1939 (United States)",United States,19-Oct-39,19,Oct,1939,"$144,738 ","$83,205 ","$144,738 "
1647963282-35,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Green Hornet,The Green Hornet,https://www.imdb.com/title/tt0990407/?ref_=adv_li_tt,2011,PG-13,1h,59m,119,5.8,160K,160000,"February 3, 2011 (Thailand)",Thailand,03-Feb-11,03,Feb,2011,"$98,780,042 ","$33,526,876 ","$227,817,248 "
1647968533-1138,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Captain Fantastic,Captain Fantastic,https://www.imdb.com/title/tt3553976/?ref_=adv_li_tt,2016,R,1h,58m,118,7.8,212K,212000,"July 29, 2016 (United States)",United States,29-Jul-16,29,Jul,2016,"$5,879,835 ","$93,824 ","$23,123,592 "
1647975525-2630,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Days of Heaven,Days of Heaven,https://www.imdb.com/title/tt0077405/?ref_=adv_li_tt,1978,PG,1h,34m,94,7.8,57K,57000,"October 6, 1978 (United States)",United States,06-Oct-78,06,Oct,1978,"$3,446,749 ",null,"$3,475,702 "
1647963467-75,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Last Stand,The Last Stand,https://www.imdb.com/title/tt1549920/?ref_=adv_li_tt,2013,18,1h,47m,107,6.3,138K,138000,"January 17, 2013 (Thailand)",Thailand,17-Jan-13,17,Jan,2013,"$12,050,299 ","$6,281,433 ","$48,330,757 "
1647970857-1631,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Spider-Man 2,Spider-Man 2,https://www.imdb.com/title/tt0316654/?ref_=adv_li_tt,2004,PG-13,2h,7m,127,7.4,626K,626000,"July 1, 2004 (Thailand)",Thailand,01-Jul-04,01,Jul,2004,"$373,585,825 ","$88,156,227 ","$788,976,453 "
1647970761-1611,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Braveheart,Braveheart,https://www.imdb.com/title/tt0112573/?ref_=adv_li_tt,1995,R,2h,58m,178,8.4,1M,1000000,"May 24, 1995 (United States)",United States,24-May-95,24,May,1995,"$75,609,945 ","$9,938,276 ","$213,216,216 "
1647975101-2537,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Star Trek VI: The Undiscovered Country,Star Trek VI: The Undiscovered Country,https://www.imdb.com/title/tt0102975/?ref_=adv_li_tt,1991,PG,1h,50m,110,7.3,75K,75000,"December 6, 1991 (United States)",United States,06-Dec-91,06,Dec,1991,"$74,888,996 ","$18,162,837 ","$96,888,996 "
1647976354-2811,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",A Perfect World,A Perfect World,https://www.imdb.com/title/tt0107808/?ref_=adv_li_tt,1993,PG-13,2h,18m,138,7.5,79K,79000,"November 24, 1993 (United States)",United States,24-Nov-93,24,Nov,1993,"$31,130,999 ","$8,075,582 ","$135,130,999 "
1647967840-989,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Magic Mike,Magic Mike,https://www.imdb.com/title/tt1915581/?ref_=adv_li_tt,2012,R,1h,50m,110,6.1,137K,137000,"July 5, 2012 (Thailand)",Thailand,05-Jul-12,05,Jul,2012,"$113,781,613 ","$39,127,170 ","$167,800,003 "
1647972736-2023,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Sadak 2,Sadak 2,https://www.imdb.com/title/tt7886848/?ref_=adv_li_tt,2020,TV-MA,2h,13m,133,1.1,94K,94000,"August 28, 2020 (India)",India,28-Aug-20,28,Aug,2020,null,null,"$2,073 "
1647966240-647,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Conjuring 2,The Conjuring 2,https://www.imdb.com/title/tt3065204/?ref_=adv_li_tt,2016,15,2h,14m,134,7.3,259K,259000,"June 10, 2016 (Canada)",Canada,10-Jun-16,10,Jun,2016,"$102,516,140 ","$40,406,314 ","$321,834,351 "
1647966032-602,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Four Brothers,Four Brothers,https://www.imdb.com/title/tt0430105/?ref_=adv_li_tt,2005,R,1h,49m,109,6.8,143K,143000,"July 1, 2005 (United States)",United States,01-Jul-05,01,Jul,2005,"$74,494,381 ","$21,176,925 ","$92,374,674 "
1647970605-1578,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",X-Men: First Class,X-Men: First Class,https://www.imdb.com/title/tt1270798/?ref_=adv_li_tt,2011,PG-13,2h,11m,131,7.7,676K,676000,"June 2, 2011 (Thailand)",Thailand,02-Jun-11,02,Jun,2011,"$146,408,305 ","$55,101,604 ","$352,616,690 "
1647978029-3178,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Karate Kid Part III,The Karate Kid Part III,https://www.imdb.com/title/tt0097647/?ref_=adv_li_tt,1989,PG,1h,52m,112,5.3,61K,61000,"June 30, 1989 (United States)",United States,30-Jun-89,30,Jun,1989,"$38,956,288 ","$10,364,544 ","$38,956,288 "
1647978786-3344,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Cars 3,Cars 3,https://www.imdb.com/title/tt3606752/?ref_=adv_li_tt,2017,G,1h,42m,102,6.7,92K,92000,"June 16, 2017 (United States)",United States,16-Jun-17,16,Jun,2017,"$152,901,115 ","$53,688,680 ","$383,930,656 "
1647979073-3407,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Holes,Holes,https://www.imdb.com/title/tt0311289/?ref_=adv_li_tt,2003,PG,1h,57m,117,7,86K,86000,"April 18, 2003 (United States)",United States,18-Apr-03,18,Apr,2003,"$67,406,573 ","$16,300,155 ","$71,406,573 "
1647971996-1863,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Dilemma,The Dilemma,https://www.imdb.com/title/tt1578275/?ref_=adv_li_tt,2011,PG-13,1h,51m,111,5.3,54K,54000,"January 14, 2011 (United States)",United States,14-Jan-11,14,Jan,2011,"$48,475,290 ","$17,816,230 ","$69,721,966 "
1647974042-2306,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Harsh Times,Harsh Times,https://www.imdb.com/title/tt0433387/?ref_=adv_li_tt,2005,R,1h,56m,116,6.8,65K,65000,"March 29, 2007 (Thailand)",Thailand,29-Mar-07,29,Mar,2007,"$3,337,931 ","$1,968,505 ","$5,969,708 "
1647965524-494,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Wall Street,Wall Street,https://www.imdb.com/title/tt0094291/?ref_=adv_li_tt,1987,R,2h,6m,126,7.3,153K,153000,"December 11, 1987 (United States)",United States,11-Dec-87,11,Dec,1987,"$43,848,069 ","$4,104,611 ","$43,848,069 "
1647969333-1308,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Iron Man 3,Iron Man 3,https://www.imdb.com/title/tt1300854/?ref_=adv_li_tt,2013,G,2h,10m,130,7.2,819K,819000,"May 1, 2013 (Thailand)",Thailand,01-May-13,01,May,2013,"$409,013,994 ","$174,144,585 ","$1,214,811,252 "
1647970220-1495,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Irreversible,Irreversible,https://www.imdb.com/title/tt0290673/?ref_=adv_li_tt,2002,Not Rated,1h,37m,97,7.3,131K,131000,"May 24, 2002 (France)",France,24-May-02,24,May,2002,"$792,200 ","$60,086 ","$6,479,328 "
1647964458-290,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Secret Window,Secret Window,https://www.imdb.com/title/tt0363988/?ref_=adv_li_tt,2004,PG-13,1h,36m,96,6.5,192K,192000,"March 12, 2004 (United States)",United States,12-Mar-04,12,Mar,2004,"$48,022,900 ","$18,237,568 ","$92,913,171 "
1647974741-2458,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Trouble with the Curve,Trouble with the Curve,https://www.imdb.com/title/tt2083383/?ref_=adv_li_tt,2012,PG-13,1h,51m,111,6.8,63K,63000,"September 21, 2012 (United States)",United States,21-Sep-12,21,Sep,2012,"$35,763,137 ","$12,162,040 ","$48,963,137 "
1647971302-1725,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Spider-Man: Homecoming,Spider-Man: Homecoming,https://www.imdb.com/title/tt2250912/?ref_=adv_li_tt,2017,G,2h,13m,133,7.4,618K,618000,"July 7, 2017 (United States)",United States,07-Jul-17,07,Jul,2017,"$334,201,140 ","$117,027,503 ","$880,166,924 "
1647977736-3114,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Wailing,The Wailing,https://www.imdb.com/title/tt5215952/?ref_=adv_li_tt,2016,TV-MA,2h,36m,156,7.4,64K,64000,"May 12, 2016 (South Korea)",South Korea,12-May-16,12,May,2016,"$786,633 ","$77,892 ","$49,851,770 "
1647970050-1458,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Man of Steel,Man of Steel,https://www.imdb.com/title/tt0770828/?ref_=adv_li_tt,2013,13,2h,23m,143,7.1,747K,747000,"June 13, 2013 (Thailand)",Thailand,13-Jun-13,13,Jun,2013,"$291,045,518 ","$116,619,362 ","$668,045,518 "
1647964096-211,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",T2 Trainspotting,T2 Trainspotting,https://www.imdb.com/title/tt2763304/?ref_=adv_li_tt,2017,18,1h,57m,117,7.2,122K,122000,"January 27, 2017 (United Kingdom)",United Kingdom,27-Jan-17,27,Jan,2017,"$2,402,004 ","$170,575 ","$41,681,746 "
1647965928-580,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Danish Girl,The Danish Girl,https://www.imdb.com/title/tt0810819/?ref_=adv_li_tt,2015,18,1h,59m,119,7.1,180K,180000,"February 4, 2016 (Thailand)",Thailand,04-Feb-16,04,Feb,2016,"$11,114,018 ","$187,318 ","$64,191,523 "
1647979970-3601,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Unfaithful,Unfaithful,https://www.imdb.com/title/tt0250797/?ref_=adv_li_tt,2002,R,2h,4m,124,6.7,87K,87000,"May 10, 2002 (United States)",United States,10-May-02,10,May,2002,"$52,775,765 ","$14,065,277 ","$119,137,784 "
1647978573-3297,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Never Been Kissed,Never Been Kissed,https://www.imdb.com/title/tt0151738/?ref_=adv_li_tt,1999,PG-13,1h,47m,107,6,89K,89000,"April 9, 1999 (United States)",United States,09-Apr-99,09,Apr,1999,"$55,474,756 ","$11,836,707 ","$84,565,230 "
1647964167-227,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Charlie's Angels: Full Throttle,Charlie's Angels: Full Throttle,https://www.imdb.com/title/tt0305357/?ref_=adv_li_tt,2003,PG-13,1h,46m,106,4.9,127K,127000,"June 27, 2003 (United States)",United States,27-Jun-03,27,Jun,2003,"$100,830,111 ","$37,634,221 ","$259,175,788 "
1647967397-893,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Unbroken,Unbroken,https://www.imdb.com/title/tt1809398/?ref_=adv_li_tt,2014,PG-13,2h,17m,137,7.2,163K,163000,"March 5, 2015 (Thailand)",Thailand,05-Mar-15,05,Mar,2015,"$115,637,895 ","$30,621,445 ","$161,459,297 "
1647969162-1272,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Invisible Man,The Invisible Man,https://www.imdb.com/title/tt1051906/?ref_=adv_li_tt,2020,18,2h,4m,124,7.1,212K,212000,"March 5, 2020 (Thailand)",Thailand,05-Mar-20,05,Mar,2020,"$70,410,000 ","$28,205,665 ","$143,151,000 "
1647965281-445,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",A Walk to Remember,A Walk to Remember,https://www.imdb.com/title/tt0281358/?ref_=adv_li_tt,2002,PG,1h,41m,101,7.4,208K,208000,"January 25, 2002 (United States)",United States,25-Jan-02,25,Jan,2002,"$41,281,092 ","$12,177,488 ","$47,494,916 "
1647965952-585,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Wayne's World,Wayne's World,https://www.imdb.com/title/tt0105793/?ref_=adv_li_tt,1992,PG-13,1h,34m,94,7,154K,154000,"February 14, 1992 (United States)",United States,14-Feb-92,14,Feb,1992,"$121,697,323 ","$18,122,710 ","$183,097,323 "
1647980025-3613,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Army of Thieves,Army of Thieves,https://www.imdb.com/title/tt13024674/?ref_=adv_li_tt,2021,TV-MA,2h,7m,127,6.4,68K,68000,"October 29, 2021 (Germany)",Germany,29-Oct-21,29,Oct,2021,null,null,null
1647973790-2251,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Into the Storm,Into the Storm,https://www.imdb.com/title/tt2106361/?ref_=adv_li_tt,2014,PG-13,1h,29m,89,5.8,68K,68000,"August 7, 2014 (Thailand)",Thailand,07-Aug-14,07,Aug,2014,"$47,615,959 ","$17,346,427 ","$161,515,959 "
1647976857-2921,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Tango & Cash,Tango & Cash,https://www.imdb.com/title/tt0098439/?ref_=adv_li_tt,1989,R,1h,44m,104,6.4,104K,104000,"December 22, 1989 (United States)",United States,22-Dec-89,22,Dec,1989,"$63,408,614 ","$6,628,918 ","$63,408,614 "
1647975222-2564,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",New Nightmare,New Nightmare,https://www.imdb.com/title/tt0111686/?ref_=adv_li_tt,1994,R,1h,52m,112,6.4,57K,57000,"October 14, 1994 (United States)",United States,14-Oct-94,14,Oct,1994,"$18,090,181 ","$6,667,118 ","$19,721,741 "
1647967608-939,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Ocean's Thirteen,Ocean's Thirteen,https://www.imdb.com/title/tt0496806/?ref_=adv_li_tt,2007,PG-13,2h,2m,122,6.9,339K,339000,"June 8, 2007 (United States)",United States,08-Jun-07,08,Jun,2007,"$117,154,724 ","$36,133,403 ","$311,312,624 "
1647969657-1376,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Sin City,Sin City,https://www.imdb.com/title/tt0401792/?ref_=adv_li_tt,2005,R,2h,4m,124,8,758K,758000,"May 26, 2005 (Thailand)",Thailand,26-May-05,26,May,2005,"$74,103,820 ","$28,100,000 ","$158,733,820 "
1647969478-1339,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Longest Yard,The Longest Yard,https://www.imdb.com/title/tt0398165/?ref_=adv_li_tt,2005,PG-13,1h,53m,113,6.4,175K,175000,"July 14, 2005 (Thailand)",Thailand,14-Jul-05,14,Jul,2005,"$158,119,460 ","$47,606,480 ","$191,466,556 "
1647968325-1094,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Gone in 60 Seconds,Gone in 60 Seconds,https://www.imdb.com/title/tt0187078/?ref_=adv_li_tt,2000,PG-13,1h,58m,118,6.5,273K,273000,"June 23, 2000 (Thailand)",Thailand,23-Jun-00,23,Jun,2000,"$101,648,571 ","$25,336,048 ","$237,202,299 "
1647977264-3011,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Star Trek: Nemesis,Star Trek: Nemesis,https://www.imdb.com/title/tt0253754/?ref_=adv_li_tt,2002,PG-13,1h,56m,116,6.4,78K,78000,"December 13, 2002 (United States)",United States,13-Dec-02,13,Dec,2002,"$43,254,409 ","$18,513,305 ","$67,336,470 "
1647975915-2714,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Benchwarmers,The Benchwarmers,https://www.imdb.com/title/tt0437863/?ref_=adv_li_tt,2006,PG-13,1h,25m,85,5.5,51K,51000,"June 8, 2006 (Thailand)",Thailand,08-Jun-06,08,Jun,2006,"$59,843,754 ","$19,656,429 ","$64,962,629 "
1647964245-244,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Ran,Ran,https://www.imdb.com/title/tt0089881/?ref_=adv_li_tt,1985,R,2h,42m,162,8.2,123K,123000,"June 1, 1985 (Japan)",Japan,01-Jun-85,01,Jun,1985,"$4,135,750 ","$3,567 ","$4,164,283 "
1647974171-2334,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Sabotage,Sabotage,https://www.imdb.com/title/tt1742334/?ref_=adv_li_tt,2014,18,1h,49m,109,5.7,63K,63000,"March 28, 2014 (Thailand)",Thailand,28-Mar-14,28,Mar,2014,"$10,508,518 ","$5,272,444 ","$22,126,842 "
1647973267-2137,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Storks,Storks,https://www.imdb.com/title/tt4624424/?ref_=adv_li_tt,2016,G,1h,27m,87,6.8,61K,61000,"September 22, 2016 (Thailand)",Thailand,22-Sep-16,22,Sep,2016,"$72,800,603 ","$21,311,407 ","$183,510,278 "
1647969053-1249,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Jumanji,Jumanji,https://www.imdb.com/title/tt0113497/?ref_=adv_li_tt,1995,PG,1h,44m,104,7,334K,334000,"December 15, 1995 (United States)",United States,15-Dec-95,15,Dec,1995,"$100,499,940 ","$11,084,370 ","$262,821,940 "
1647963240-26,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Underworld: Rise of the Lycans,Underworld: Rise of the Lycans,https://www.imdb.com/title/tt0834001/?ref_=adv_li_tt,2009,R,1h,32m,92,6.5,158K,158000,"February 5, 2009 (Thailand)",Thailand,05-Feb-09,05,Feb,2009,"$45,802,315 ","$20,828,511 ","$92,158,961 "
1647978423-3264,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Short Circuit,Short Circuit,https://www.imdb.com/title/tt0091949/?ref_=adv_li_tt,1986,PG,1h,38m,98,6.6,61K,61000,"May 9, 1986 (United States)",United States,09-May-86,09,May,1986,"$40,697,761 ","$5,346,808 ","$40,697,761 "
