web-scraper-order,web-scraper-start-url,title,detail,detail-href,year,rate,duration_hour,duration_min,duration,imdb_rating,num_vote,num_vote_clean,release_date,release_date_country,date,day,month,year,gross_us_can,gross_opening_weekend,gross_worldwide
1647977583-3080,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Small Soldiers,Small Soldiers,https://www.imdb.com/title/tt0122718/?ref_=adv_li_tt,1998,PG-13,1h,48m,108,6.2,98K,98000,"July 10, 1998 (United States)",United States,10-Jul-98,10,Jul,1998,"$54,682,547 ","$14,047,592 ","$54,682,547 "
1647974456-2397,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Abduction,Abduction,https://www.imdb.com/title/tt1600195/?ref_=adv_li_tt,2011,PG-13,1h,46m,106,5.1,80K,80000,"September 23, 2011 (United States)",United States,23-Sep-11,23,Sep,2011,"$28,087,155 ","$10,925,253 ","$82,087,155 "
1647963411-63,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Two Popes,The Two Popes,https://www.imdb.com/title/tt8404614/?ref_=adv_li_tt,2019,PG-13,2h,5m,125,7.6,120K,120000,"December 20, 2019 (United Kingdom)",United Kingdom,20-Dec-19,20,Dec,2019,null,null,"$243,711 "
1647972048-1874,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Lookout,The Lookout,https://www.imdb.com/title/tt0427470/?ref_=adv_li_tt,2007,R,1h,39m,99,7,58K,58000,"March 30, 2007 (United States)",United States,30-Mar-07,30,Mar,2007,"$4,600,585 ","$2,007,000 ","$5,371,181 "
1647967892-1000,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Night at the Museum,Night at the Museum,https://www.imdb.com/title/tt0477347/?ref_=adv_li_tt,2006,PG,1h,48m,108,6.4,337K,337000,"December 28, 2006 (Thailand)",Thailand,28-Dec-06,28,Dec,2006,"$250,863,268 ","$30,433,781 ","$574,481,229 "
1647971205-1705,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Green Mile,The Green Mile,https://www.imdb.com/title/tt0120689/?ref_=adv_li_tt,1999,R,3h,9m,189,8.6,1.2M,1200000,"December 10, 1999 (United States)",United States,10-Dec-99,10,Dec,1999,"$136,801,374 ","$18,017,152 ","$286,801,374 "
1647966682-742,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Twilight Saga: Breaking Dawn - Part 1,The Twilight Saga: Breaking Dawn - Part 1,https://www.imdb.com/title/tt1324999/?ref_=adv_li_tt,2011,PG-13,1h,57m,117,4.9,236K,236000,"December 1, 2011 (Thailand)",Thailand,01-Dec-11,01,Dec,2011,"$281,287,133 ","$138,122,261 ","$712,205,856 "
1647965919-578,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Toy Story 2,Toy Story 2,https://www.imdb.com/title/tt0120363/?ref_=adv_li_tt,1999,G,1h,32m,92,7.9,562K,562000,"December 10, 1999 (Thailand)",Thailand,10-Dec-99,10,Dec,1999,"$245,852,179 ","$300,163 ","$497,375,381 "
1647973781-2249,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Blindness,Blindness,https://www.imdb.com/title/tt0861689/?ref_=adv_li_tt,2008,R,2h,1m,121,6.6,73K,73000,"September 12, 2008 (Brazil)",Brazil,12-Sep-08,12,Sep,2008,"$3,351,751 ","$1,950,260 ","$19,844,979 "
1647972903-2060,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Disconnect,Disconnect,https://www.imdb.com/title/tt1433811/?ref_=adv_li_tt,2012,R,1h,55m,115,7.5,75K,75000,"July 5, 2013 (United States)",United States,05-Jul-13,05,Jul,2013,"$1,436,900 ","$124,000 ","$3,428,048 "
1647969198-1280,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",She's Out of My League,She's Out of My League,https://www.imdb.com/title/tt0815236/?ref_=adv_li_tt,2010,R,1h,44m,104,6.4,136K,136000,"March 12, 2010 (United States)",United States,12-Mar-10,12,Mar,2010,"$32,010,860 ","$9,775,278 ","$49,779,728 "
1647964549-309,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Resident Evil: Extinction,Resident Evil: Extinction,https://www.imdb.com/title/tt0432021/?ref_=adv_li_tt,2007,R,1h,34m,94,6.2,192K,192000,"September 21, 2007 (United States)",United States,21-Sep-07,21,Sep,2007,"$50,648,679 ","$23,678,580 ","$147,717,833 "
1647963458-73,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Polar Express,The Polar Express,https://www.imdb.com/title/tt0338348/?ref_=adv_li_tt,2004,G,1h,40m,100,6.6,200K,200000,"December 23, 2004 (Thailand)",Thailand,23-Dec-04,23,Dec,2004,"$188,969,804 ","$23,323,463 ","$315,249,768 "
1647972428-1957,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Brooklyn's Finest,Brooklyn's Finest,https://www.imdb.com/title/tt1210042/?ref_=adv_li_tt,2009,R,2h,12m,132,6.7,63K,63000,"March 5, 2010 (United States)",United States,05-Mar-10,05,Mar,2010,"$27,163,593 ","$13,350,299 ","$45,719,985 "
1647966452-693,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Into the Woods,Into the Woods,https://www.imdb.com/title/tt2180411/?ref_=adv_li_tt,2014,G,2h,5m,125,5.9,139K,139000,"January 22, 2015 (Thailand)",Thailand,22-Jan-15,22,Jan,2015,"$128,002,372 ","$31,051,923 ","$212,902,372 "
1647977889-3147,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",A Streetcar Named Desire,A Streetcar Named Desire,https://www.imdb.com/title/tt0044081/?ref_=adv_li_tt,1951,M/PG,2h,2m,122,8,106K,106000,"September 19, 1951 (United States)",United States,19-Sep-51,19,Sep,1951,null,null,"$49,523 "
1647976520-2847,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Dinosaur,Dinosaur,https://www.imdb.com/title/tt0130623/?ref_=adv_li_tt,2000,PG,1h,22m,82,6.4,59K,59000,"June 15, 2000 (Thailand)",Thailand,15-Jun-00,15,Jun,2000,"$137,748,063 ","$38,854,851 ","$349,822,765 "
1647963635-111,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Chasing Amy,Chasing Amy,https://www.imdb.com/title/tt0118842/?ref_=adv_li_tt,1997,R,1h,53m,113,7.2,137K,137000,"April 18, 1997 (United States)",United States,18-Apr-97,18,Apr,1997,"$12,021,272 ","$52,446 ","$12,021,272 "
1647964964-398,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Strangers,The Strangers,https://www.imdb.com/title/tt0482606/?ref_=adv_li_tt,2008,R,1h,26m,86,6.1,128K,128000,"July 24, 2008 (Thailand)",Thailand,24-Jul-08,24,Jul,2008,"$52,597,610 ","$20,997,985 ","$82,410,456 "
1647964189-232,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Transporter,The Transporter,https://www.imdb.com/title/tt0293662/?ref_=adv_li_tt,2002,PG-13,1h,32m,92,6.8,298K,298000,"October 11, 2002 (United States)",United States,11-Oct-02,11,Oct,2002,"$25,296,447 ","$9,107,816 ","$43,928,932 "
1647967482-912,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Die Hard with a Vengeance,Die Hard with a Vengeance,https://www.imdb.com/title/tt0112864/?ref_=adv_li_tt,1995,R,2h,8m,128,7.6,381K,381000,"May 19, 1995 (United States)",United States,19-May-95,19,May,1995,"$100,012,499 ","$22,162,245 ","$366,101,666 "
1647969701-1385,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Dead Poets Society,Dead Poets Society,https://www.imdb.com/title/tt0097165/?ref_=adv_li_tt,1989,PG,2h,8m,128,8.1,467K,467000,"June 9, 1989 (United States)",United States,09-Jun-89,09,Jun,1989,"$95,860,116 ","$340,456 ","$235,860,116 "
1647978845-3357,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Hackers,Hackers,https://www.imdb.com/title/tt0113243/?ref_=adv_li_tt,1995,PG-13,1h,45m,105,6.2,69K,69000,"September 15, 1995 (United States)",United States,15-Sep-95,15,Sep,1995,"$7,563,728 ","$3,173,101 ","$7,563,728 "
1647970289-1510,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",A Clockwork Orange,A Clockwork Orange,https://www.imdb.com/title/tt0066921/?ref_=adv_li_tt,1971,X,2h,16m,136,8.3,805K,805000,"January 13, 1972 (United Kingdom)",United Kingdom,13-Jan-72,13,Jan,1972,"$26,617,553 ",null,"$26,960,374 "
1647970568-1570,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Father,The Father,https://www.imdb.com/title/tt10272386/?ref_=adv_li_tt,2020,PG-13,1h,37m,97,8.3,129K,129000,"April 5, 2021 (Thailand)",Thailand,05-Apr-21,05,Apr,2021,"$2,122,771 ",null,"$23,740,378 "
1647975998-2732,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Under the Tuscan Sun,Under the Tuscan Sun,https://www.imdb.com/title/tt0328589/?ref_=adv_li_tt,2003,PG-13,1h,53m,113,6.7,52K,52000,"September 26, 2003 (United States)",United States,26-Sep-03,26,Sep,2003,"$43,610,723 ","$9,751,425 ","$58,878,723 "
1647974521-2411,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Delicatessen,Delicatessen,https://www.imdb.com/title/tt0101700/?ref_=adv_li_tt,1991,R,1h,39m,99,7.6,84K,84000,"April 17, 1991 (France)",France,17-Apr-91,17,Apr,1991,"$1,794,187 ","$4,733 ","$1,794,187 "
1647972955-2071,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Motorcycle Diaries,The Motorcycle Diaries,https://www.imdb.com/title/tt0318462/?ref_=adv_li_tt,2004,R,2h,6m,126,7.8,100K,100000,"July 29, 2004 (Argentina)",Argentina,29-Jul-04,29,Jul,2004,"$16,781,387 ","$159,819 ","$57,663,711 "
1647963343-48,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Mary and Max,Mary and Max,https://www.imdb.com/title/tt0978762/?ref_=adv_li_tt,2009,Not Rated,1h,32m,92,8.1,174K,174000,"April 9, 2009 (Australia)",Australia,09-Apr-09,09,Apr,2009,null,null,"$1,740,429 "
1647971396-1745,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Matrix Resurrections,The Matrix Resurrections,https://www.imdb.com/title/tt10838180/?ref_=adv_li_tt,2021,R,2h,28m,148,5.7,209K,209000,"December 16, 2021 (Thailand)",Thailand,16-Dec-21,16,Dec,2021,"$37,686,805 ","$10,749,011 ","$156,575,035 "
1647976662-2878,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Enter the Dragon,Enter the Dragon,https://www.imdb.com/title/tt0070034/?ref_=adv_li_tt,1973,R,1h,42m,102,7.6,103K,103000,"August 19, 1973 (United States)",United States,19-Aug-73,19,Aug,1973,"$25,259 ",null,"$68,064 "
1647973253-2134,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Money Monster,Money Monster,https://www.imdb.com/title/tt2241351/?ref_=adv_li_tt,2016,R,1h,38m,98,6.5,99K,99000,"May 13, 2016 (United States)",United States,13-May-16,13,May,2016,"$41,012,075 ","$14,788,157 ","$93,282,604 "
1647970248-1501,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Captain America: The First Avenger,Captain America: The First Avenger,https://www.imdb.com/title/tt0458339/?ref_=adv_li_tt,2011,PG-13,2h,4m,124,6.9,812K,812000,"July 28, 2011 (Thailand)",Thailand,28-Jul-11,28,Jul,2011,"$176,654,505 ","$65,058,524 ","$370,569,774 "
1647980185-3648,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Good Time,Good Time,https://www.imdb.com/title/tt4846232/?ref_=adv_li_tt,2017,R,1h,42m,102,7.3,114K,114000,"August 25, 2017 (United States)",United States,25-Aug-17,25,Aug,2017,"$2,026,499 ","$125,101 ","$3,283,369 "
1647966650-735,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Transformers: Dark of the Moon,Transformers: Dark of the Moon,https://www.imdb.com/title/tt1399103/?ref_=adv_li_tt,2011,PG-13,2h,34m,154,6.2,401K,401000,"June 29, 2011 (Thailand)",Thailand,29-Jun-11,29,Jun,2011,"$352,390,543 ","$97,852,865 ","$1,123,794,079 "
1647974636-2436,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Mirror Mirror,Mirror Mirror,https://www.imdb.com/title/tt1667353/?ref_=adv_li_tt,2012,PG,1h,46m,106,5.6,87K,87000,"March 15, 2012 (Thailand)",Thailand,15-Mar-12,15,Mar,2012,"$64,935,167 ","$18,132,085 ","$183,018,522 "
1647973500-2187,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Nebraska,Nebraska,https://www.imdb.com/title/tt1821549/?ref_=adv_li_tt,2013,R,1h,55m,115,7.7,117K,117000,"January 24, 2014 (United States)",United States,24-Jan-14,24,Jan,2014,"$17,654,912 ","$140,401 ","$27,682,872 "
1647975452-2614,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Miracle,Miracle,https://www.imdb.com/title/tt0349825/?ref_=adv_li_tt,2004,PG,2h,15m,135,7.5,53K,53000,"July 26, 2007 (Thailand)",Thailand,26-Jul-07,26,Jul,2007,"$64,378,093 ","$19,377,577 ","$64,445,708 "
1647974860-2484,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Snitch,Snitch,https://www.imdb.com/title/tt0882977/?ref_=adv_li_tt,2013,PG-13,1h,52m,112,6.4,87K,87000,"February 22, 2013 (United States)",United States,22-Feb-13,22,Feb,2013,"$42,930,462 ","$13,167,607 ","$57,824,674 "
1647980123-3635,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Mitchells vs the Machines,The Mitchells vs the Machines,https://www.imdb.com/title/tt7979580/?ref_=adv_li_tt,2021,PG,1h,53m,113,7.7,95K,95000,"April 30, 2021 (Thailand)",Thailand,30-Apr-21,30,Apr,2021,null,null,null
1647977959-3163,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Revenge of the Nerds,Revenge of the Nerds,https://www.imdb.com/title/tt0088000/?ref_=adv_li_tt,1984,R,1h,30m,90,6.6,53K,53000,"August 10, 1984 (United States)",United States,10-Aug-84,10,Aug,1984,"$40,874,452 ","$1,513,090 ","$40,874,452 "
1647968682-1170,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Incredibles 2,Incredibles 2,https://www.imdb.com/title/tt3606756/?ref_=adv_li_tt,2018,G,1h,58m,118,7.6,282K,282000,"June 21, 2018 (Thailand)",Thailand,21-Jun-18,21,Jun,2018,"$608,581,744 ","$182,687,905 ","$1,243,089,244 "
1647974447-2395,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",A Perfect Getaway,A Perfect Getaway,https://www.imdb.com/title/tt0971209/?ref_=adv_li_tt,2009,R,1h,38m,98,6.5,72K,72000,"August 7, 2009 (United States)",United States,07-Aug-09,07,Aug,2009,"$15,515,460 ","$5,948,555 ","$22,955,544 "
1647979372-3472,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Midway,Midway,https://www.imdb.com/title/tt6924650/?ref_=adv_li_tt,2019,15,2h,18m,138,6.7,81K,81000,"November 8, 2019 (Canada)",Canada,08-Nov-19,08,Nov,2019,"$56,846,802 ","$17,897,419 ","$127,420,861 "
1647976325-2805,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Shoplifters,Shoplifters,https://www.imdb.com/title/tt8075192/?ref_=adv_li_tt,2018,R,2h,1m,121,7.9,73K,73000,"June 8, 2018 (Japan)",Japan,08-Jun-18,08,Jun,2018,"$3,313,513 ","$89,264 ","$67,999,335 "
1647976443-2831,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Dragonball Evolution,Dragonball Evolution,https://www.imdb.com/title/tt1098327/?ref_=adv_li_tt,2009,PG,1h,25m,85,2.6,73K,73000,"March 12, 2009 (Hong Kong)",Hong Kong,12-Mar-09,12,Mar,2009,"$9,362,785 ","$4,756,488 ","$55,720,772 "
1647971940-1851,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Experiment,The Experiment,https://www.imdb.com/title/tt0250258/?ref_=adv_li_tt,2001,R,2h,,120,7.7,93K,93000,"March 8, 2001 (Germany)",Germany,08-Mar-01,08,Mar,2001,"$144,634 ","$19,857 ","$13,782,896 "
1647976894-2929,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The King of Comedy,The King of Comedy,https://www.imdb.com/title/tt0085794/?ref_=adv_li_tt,1982,PG,1h,49m,109,7.8,100K,100000,"December 18, 1982 (Iceland)",Iceland,18-Dec-82,18,Dec,1982,"$2,536,242 ","$137,624 ","$2,536,242 "
1647969854-1417,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",City of God,City of God,https://www.imdb.com/title/tt0317248/?ref_=adv_li_tt,2002,R,2h,10m,130,8.6,737K,737000,"August 30, 2002 (Brazil)",Brazil,30-Aug-02,30,Aug,2002,"$7,564,459 ","$88,292 ","$30,680,793 "
1647973114-2104,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Hudsucker Proxy,The Hudsucker Proxy,https://www.imdb.com/title/tt0110074/?ref_=adv_li_tt,1994,PG,1h,51m,111,7.2,80K,80000,"March 11, 1994 (United States)",United States,11-Mar-94,11,Mar,1994,"$2,816,518 ","$104,490 ","$2,816,518 "
1647973885-2272,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Dark Water,Dark Water,https://www.imdb.com/title/tt0382628/?ref_=adv_li_tt,2005,PG-13,1h,45m,105,5.6,62K,62000,"July 8, 2005 (United States)",United States,08-Jul-05,08,Jul,2005,"$25,473,352 ","$9,939,251 ","$68,357,079 "
1647980170-3645,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Last Night in Soho,Last Night in Soho,https://www.imdb.com/title/tt9639470/?ref_=adv_li_tt,2021,18,1h,56m,116,7.1,95K,95000,"October 29, 2021 (United Kingdom)",United Kingdom,29-Oct-21,29,Oct,2021,"$10,127,625 ","$4,178,460 ","$22,957,625 "
1647969299-1301,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Sound of Music,The Sound of Music,https://www.imdb.com/title/tt0059742/?ref_=adv_li_tt,1965,G,2h,52m,172,8.1,224K,224000,"April 1, 1965 (United States)",United States,01-Apr-65,01,Apr,1965,"$159,287,539 ","$413,497 ","$159,428,329 "
1647975213-2562,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Assassins,Assassins,https://www.imdb.com/title/tt0112401/?ref_=adv_li_tt,1995,R,2h,13m,133,6.3,82K,82000,"October 6, 1995 (United States)",United States,06-Oct-95,06,Oct,1995,"$30,303,072 ","$9,378,637 ","$30,303,072 "
1647970673-1593,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Princess Bride,The Princess Bride,https://www.imdb.com/title/tt0093779/?ref_=adv_li_tt,1987,PG,1h,38m,98,8,419K,419000,"October 9, 1987 (United States)",United States,09-Oct-87,09,Oct,1987,"$30,857,814 ","$206,243 ","$30,902,442 "
1647968063-1037,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Road,The Road,https://www.imdb.com/title/tt0898367/?ref_=adv_li_tt,2009,R,1h,51m,111,7.2,235K,235000,"December 10, 2009 (Thailand)",Thailand,10-Dec-09,10,Dec,2009,"$8,117,000 ","$1,502,231 ","$27,639,579 "
1647970243-1500,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Master,The Master,https://www.imdb.com/title/tt1560747/?ref_=adv_li_tt,2012,R,2h,18m,138,7.1,170K,170000,"November 22, 2012 (Thailand)",Thailand,22-Nov-12,22,Nov,2012,"$16,377,274 ","$736,311 ","$28,258,060 "
1647967692-957,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",A Few Good Men,A Few Good Men,https://www.imdb.com/title/tt0104257/?ref_=adv_li_tt,1992,R,2h,18m,138,7.7,254K,254000,"December 11, 1992 (United States)",United States,11-Dec-92,11,Dec,1992,"$141,340,178 ","$15,517,468 ","$243,240,178 "
1647966424-687,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Immortals,Immortals,https://www.imdb.com/title/tt1253864/?ref_=adv_li_tt,2011,R,1h,50m,110,6,167K,167000,"December 8, 2011 (Thailand)",Thailand,08-Dec-11,08,Dec,2011,"$83,504,017 ","$32,206,425 ","$226,904,017 "
1647963185-14,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Underworld: Awakening,Underworld: Awakening,https://www.imdb.com/title/tt1496025/?ref_=adv_li_tt,2012,R,1h,28m,88,6.3,152K,152000,"January 19, 2012 (Thailand)",Thailand,19-Jan-12,19,Jan,2012,"$62,321,039 ","$25,306,725 ","$160,112,671 "
1647970669-1592,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Crash,Crash,https://www.imdb.com/title/tt0375679/?ref_=adv_li_tt,2004,R,1h,52m,112,7.8,432K,432000,"May 6, 2005 (United States)",United States,06-May-05,06,May,2005,"$54,580,300 ","$9,107,071 ","$98,410,061 "
1647978194-3214,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Cocktail,Cocktail,https://www.imdb.com/title/tt0094889/?ref_=adv_li_tt,1988,R,1h,44m,104,5.9,84K,84000,"July 29, 1988 (Canada)",Canada,29-Jul-88,29,Jul,1988,"$78,222,753 ","$11,789,466 ","$171,504,781 "
1647973141-2110,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Red Planet,Red Planet,https://www.imdb.com/title/tt0199753/?ref_=adv_li_tt,2000,PG-13,1h,46m,106,5.7,57K,57000,"November 10, 2000 (United States)",United States,10-Nov-00,10,Nov,2000,"$17,480,890 ","$8,721,296 ","$33,463,969 "
1647980204-3652,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The French Dispatch,The French Dispatch,https://www.imdb.com/title/tt8847712/?ref_=adv_li_tt,2021,R,1h,47m,107,7.2,95K,95000,"October 21, 2021 (Germany)",Germany,21-Oct-21,21,Oct,2021,"$16,124,375 ","$1,348,804 ","$46,247,183 "
1647970520-1560,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Baywatch,Baywatch,https://www.imdb.com/title/tt1469304/?ref_=adv_li_tt,2017,18,1h,56m,116,5.5,181K,181000,"May 25, 2017 (United States)",United States,25-May-17,25,May,2017,"$58,060,186 ","$18,503,871 ","$177,856,751 "
1647973536-2195,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Shallow Grave,Shallow Grave,https://www.imdb.com/title/tt0111149/?ref_=adv_li_tt,1994,R,1h,29m,89,7.3,60K,60000,"January 6, 1995 (United Kingdom)",United Kingdom,06-Jan-95,06,Jan,1995,"$2,079,569 ","$105,614 ","$2,079,569 "
1647976203-2778,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250","As Above, So Below","As Above, So Below",https://www.imdb.com/title/tt2870612/?ref_=adv_li_tt,2014,13,1h,33m,93,6.2,89K,89000,"September 18, 2014 (Thailand)",Thailand,18-Sep-14,18,Sep,2014,"$21,321,100 ","$8,632,820 ","$41,898,409 "
1647966037-603,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Unbreakable,Unbreakable,https://www.imdb.com/title/tt0217869/?ref_=adv_li_tt,2000,PG-13,1h,46m,106,7.3,408K,408000,"November 22, 2000 (United States)",United States,22-Nov-00,22,Nov,2000,"$95,011,339 ","$30,330,771 ","$248,118,121 "
1647969194-1279,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Moulin Rouge!,Moulin Rouge!,https://www.imdb.com/title/tt0203009/?ref_=adv_li_tt,2001,PG-13,2h,7m,127,7.6,279K,279000,"August 17, 2001 (Thailand)",Thailand,17-Aug-01,17,Aug,2001,"$57,386,607 ","$167,540 ","$184,935,320 "
1647967027-815,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250","Honey, I Shrunk the Kids","Honey, I Shrunk the Kids",https://www.imdb.com/title/tt0097523/?ref_=adv_li_tt,1989,PG,1h,33m,93,6.4,152K,152000,"June 23, 1989 (United States)",United States,23-Jun-89,23,Jun,1989,"$130,724,172 ","$14,262,961 ","$222,724,172 "
1647973358-2156,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Legend of 1900,The Legend of 1900,https://www.imdb.com/title/tt0120731/?ref_=adv_li_tt,1998,G,2h,49m,169,8,63K,63000,"October 28, 1998 (Italy)",Italy,28-Oct-98,28,Oct,1998,"$167,435 ","$39,200 ","$21,061,339 "
1647963736-133,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Klaus,Klaus,https://www.imdb.com/title/tt4729430/?ref_=adv_li_tt,2019,PG,1h,36m,96,8.2,140K,140000,"November 8, 2019 (Thailand)",Thailand,08-Nov-19,08,Nov,2019,null,null,null
1647972680-2011,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Condemned,The Condemned,https://www.imdb.com/title/tt0443473/?ref_=adv_li_tt,2007,R,1h,54m,114,6,52K,52000,"August 23, 2007 (Thailand)",Thailand,23-Aug-07,23,Aug,2007,"$7,371,706 ","$3,807,595 ","$8,642,858 "
1647963653-115,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Doubt,Doubt,https://www.imdb.com/title/tt0918927/?ref_=adv_li_tt,2008,PG-13,1h,44m,104,7.5,128K,128000,"February 19, 2009 (Thailand)",Thailand,19-Feb-09,19,Feb,2009,"$33,446,470 ","$507,226 ","$51,699,984 "
1647965363-461,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Happening,The Happening,https://www.imdb.com/title/tt0949731/?ref_=adv_li_tt,2008,R,1h,31m,91,5,204K,204000,"June 12, 2008 (Thailand)",Thailand,12-Jun-08,12,Jun,2008,"$64,506,874 ","$30,517,109 ","$163,403,799 "
1647967594-936,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Intern,The Intern,https://www.imdb.com/title/tt2361509/?ref_=adv_li_tt,2015,PG-13,2h,1m,121,7.1,244K,244000,"October 15, 2015 (Thailand)",Thailand,15-Oct-15,15,Oct,2015,"$75,764,672 ","$17,728,313 ","$194,564,672 "
1647972084-1882,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Show Me Love,Show Me Love,https://www.imdb.com/title/tt0150662/?ref_=adv_li_tt,1998,Not Rated,1h,29m,89,7.5,52K,52000,"October 23, 1998 (Sweden)",Sweden,23-Oct-98,23,Oct,1998,"$169,331 ","$17,110 ","$219,331 "
1647964305-257,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Third Man,The Third Man,https://www.imdb.com/title/tt0041959/?ref_=adv_li_tt,1949,Approved,1h,44m,104,8.1,169K,169000,"September 3, 1949 (Turkey)",Turkey,03-Sep-49,03,Sep,1949,"$1,067,364 ","$13,576 ","$1,226,797 "
