web-scraper-order,web-scraper-start-url,title,detail,detail-href,year,rate,duration,imdb_rating,num_vote,release_date,gross_us_can,gross_opening_weekend,gross_worldwide,Date
1647978744-3335,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Geostorm,Geostorm,https://www.imdb.com/title/tt1981128/?ref_=adv_li_tt,2017,G,1h 49m,5.3,105K,"October 12, 2017 (Thailand)","$33,700,160 ","$13,707,376 ","$221,600,160 ","October 12, 2017"
1647972840-2046,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Planet 51,Planet 51,https://www.imdb.com/title/tt0762125/?ref_=adv_li_tt,2009,PG,1h 31m,6,54K,"November 20, 2009 (United States)","$42,194,060 ","$12,286,129 ","$105,647,102 ","November 20, 2009"
1647976042-2742,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",In the Mouth of Madness,In the Mouth of Madness,https://www.imdb.com/title/tt0113409/?ref_=adv_li_tt,1994,R,1h 35m,7.1,68K,"February 3, 1995 (United States)","$8,924,549 ","$3,441,807 ","$8,924,549 ","February 3, 1995"
1647964543-308,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Get Smart,Get Smart,https://www.imdb.com/title/tt0425061/?ref_=adv_li_tt,2008,PG-13,1h 50m,6.5,214K,"June 19, 2008 (Thailand)","$130,319,208 ","$38,683,480 ","$230,685,453 ","June 19, 2008"
1647966102-617,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Ninth Gate,The Ninth Gate,https://www.imdb.com/title/tt0142688/?ref_=adv_li_tt,1999,R,2h 13m,6.7,178K,"August 25, 1999 (France)","$18,661,336 ","$6,622,518 ","$58,401,898 ","August 25, 1999"
1647979127-3419,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Sum of All Fears,The Sum of All Fears,https://www.imdb.com/title/tt0164184/?ref_=adv_li_tt,2002,PG-13,2h 4m,6.4,114K,"May 31, 2002 (Canada)","$118,907,036 ","$31,178,526 ","$193,921,372 ","May 31, 2002"
1647963954-180,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Alice in Wonderland,Alice in Wonderland,https://www.imdb.com/title/tt0043274/?ref_=adv_li_tt,1951,G,1h 15m,7.4,138K,"July 28, 1951 (United States)",null,null,null,"July 28, 1951"
1647975361-2594,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Bicentennial Man,Bicentennial Man,https://www.imdb.com/title/tt0182789/?ref_=adv_li_tt,1999,G,2h 12m,6.9,116K,"December 17, 1999 (United States)","$58,223,861 ","$8,234,926 ","$87,423,861 ","December 17, 1999"
1647977728-3112,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",A Cinderella Story,A Cinderella Story,https://www.imdb.com/title/tt0356470/?ref_=adv_li_tt,2004,PG,1h 35m,5.9,86K,"October 21, 2004 (Thailand)","$51,438,175 ","$13,623,350 ","$70,067,909 ","October 21, 2004"
1647963439-69,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Starsky & Hutch,Starsky & Hutch,https://www.imdb.com/title/tt0335438/?ref_=adv_li_tt,2004,PG-13,1h 41m,6.1,145K,"April 30, 2004 (Thailand)","$88,237,754 ","$28,103,367 ","$170,268,750 ","April 30, 2004"
1647969470-1337,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Ocean's Eleven,Ocean's Eleven,https://www.imdb.com/title/tt0240772/?ref_=adv_li_tt,2001,PG-13,1h 56m,7.7,554K,"December 7, 2001 (United States)","$183,417,150 ","$38,107,822 ","$450,717,150 ","December 7, 2001"
1647976775-2903,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Fences,Fences,https://www.imdb.com/title/tt2671706/?ref_=adv_li_tt,2016,PG-13,2h 19m,7.2,106K,"December 25, 2016 (Canada)","$57,682,904 ","$129,462 ","$64,414,761 ","December 25, 2016"
1647978458-3272,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Doors,The Doors,https://www.imdb.com/title/tt0101761/?ref_=adv_li_tt,1991,R,2h 20m,7.2,91K,"March 1, 1991 (United States)","$34,416,893 ","$9,151,800 ","$34,416,893 ","March 1, 1991"
1647966752-757,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Waterworld,Waterworld,https://www.imdb.com/title/tt0114898/?ref_=adv_li_tt,1995,PG-13,2h 15m,6.2,193K,"July 28, 1995 (United States)","$88,246,220 ","$21,171,780 ","$264,218,220 ","July 28, 1995"
1647968571-1146,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Jennifer's Body,Jennifer's Body,https://www.imdb.com/title/tt1131734/?ref_=adv_li_tt,2009,R,1h 42m,5.4,130K,"September 18, 2009 (United States)","$16,204,793 ","$6,868,397 ","$31,556,061 ","September 18, 2009"
1647976581-2860,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Daddy's Home 2,Daddy's Home 2,https://www.imdb.com/title/tt5657846/?ref_=adv_li_tt,2017,15,1h 40m,6,71K,"November 10, 2017 (United States)","$104,029,443 ","$29,651,193 ","$180,613,824 ","November 10, 2017"
1647974992-2513,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Big Sleep,The Big Sleep,https://www.imdb.com/title/tt0038355/?ref_=adv_li_tt,1946,Passed,1h 54m,7.9,84K,"August 31, 1946 (United States)","$25,556 ",null,"$47,912 ","August 31, 1946"
1647965475-484,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Visit,The Visit,https://www.imdb.com/title/tt3567288/?ref_=adv_li_tt,2015,15,1h 34m,6.2,127K,"September 11, 2015 (United States)","$65,206,105 ","$25,427,560 ","$98,450,062 ","September 11, 2015"
1647978595-3302,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Amityville Horror,The Amityville Horror,https://www.imdb.com/title/tt0384806/?ref_=adv_li_tt,2005,R,1h 30m,5.9,111K,"June 2, 2005 (Thailand)","$65,233,369 ","$23,507,007 ","$107,516,369 ","June 2, 2005"
1647977792-3126,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Ordinary People,Ordinary People,https://www.imdb.com/title/tt0081283/?ref_=adv_li_tt,1980,R,2h 4m,7.8,51K,"September 19, 1980 (United States)","$54,766,923 ","$170,335 ","$54,766,923 ","September 19, 1980"
1647968878-1212,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Kung Fu Panda,Kung Fu Panda,https://www.imdb.com/title/tt0441773/?ref_=adv_li_tt,2008,PG,1h 32m,7.6,452K,"June 12, 2008 (Thailand)","$215,771,591 ","$60,239,130 ","$632,083,197 ","June 12, 2008"
1647975383-2599,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Dreamcatcher,Dreamcatcher,https://www.imdb.com/title/tt0285531/?ref_=adv_li_tt,2003,R,2h 16m,5.5,92K,"March 21, 2003 (United States)","$33,715,436 ","$15,027,423 ","$81,240,406 ","March 21, 2003"
1647976599-2864,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Bling Ring,The Bling Ring,https://www.imdb.com/title/tt2132285/?ref_=adv_li_tt,2013,R,1h 30m,5.6,87K,"June 12, 2013 (France)","$5,845,732 ","$214,395 ","$20,045,576 ","June 12, 2013"
1647980065-3622,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Guilty,The Guilty,https://www.imdb.com/title/tt9421570/?ref_=adv_li_tt,2021,R,1h 30m,6.3,109K,"October 1, 2021 (United States)",null,null,null,"October 1, 2021"
1647973581-2205,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Dracula,Dracula,https://www.imdb.com/title/tt0021814/?ref_=adv_li_tt,1931,Passed,1h 15m,7.4,51K,"February 14, 1931 (United States)",null,null,"$85,204 ","February 14, 1931"
1647964969-399,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Scary Movie 2,Scary Movie 2,https://www.imdb.com/title/tt0257106/?ref_=adv_li_tt,2001,R,1h 23m,5.3,159K,"July 4, 2001 (United States)","$71,308,997 ","$20,503,356 ","$141,220,678 ","July 4, 2001"
1647976060-2746,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Horns,Horns,https://www.imdb.com/title/tt1528071/?ref_=adv_li_tt,2013,18,2h,6.5,82K,"November 27, 2014 (Thailand)","$173,948 ","$107,544 ","$3,875,442 ","November 27, 2014"
1647979531-3506,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Nymphomaniac: Vol. II,Nymphomaniac: Vol. II,https://www.imdb.com/title/tt2382009/?ref_=adv_li_tt,2013,20,2h 4m,6.6,91K,"December 25, 2013 (Denmark)","$327,167 ","$74,978 ","$4,934,725 ","December 25, 2013"
1647974778-2466,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Soorarai Pottru,Soorarai Pottru,https://www.imdb.com/title/tt10189514/?ref_=adv_li_tt,2020,TV-MA,2h 33m,9.3,109K,"November 11, 2020 (India)",null,null,null,"November 11, 2020"
1647975014-2518,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Child's Play,Child's Play,https://www.imdb.com/title/tt8663516/?ref_=adv_li_tt,2019,18,1h 30m,5.7,50K,"July 25, 2019 (Thailand)","$29,208,403 ","$14,094,594 ","$44,907,074 ","July 25, 2019"
1647979133-3420,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Waiting...,Waiting...,https://www.imdb.com/title/tt0348333/?ref_=adv_li_tt,2005,R,1h 34m,6.7,96K,"January 5, 2006 (Thailand)","$16,124,543 ","$6,021,106 ","$18,637,690 ","January 5, 2006"
1647979792-3562,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Hustlers,Hustlers,https://www.imdb.com/title/tt5503686/?ref_=adv_li_tt,2019,18,1h 50m,6.3,96K,"September 26, 2019 (Thailand)","$104,963,598 ","$33,181,361 ","$157,563,598 ","September 26, 2019"
1647971732-1805,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",15 Minutes,15 Minutes,https://www.imdb.com/title/tt0179626/?ref_=adv_li_tt,2001,R,2h,6.1,50K,"March 9, 2001 (United States)","$24,403,552 ","$10,523,154 ","$56,359,980 ","March 9, 2001"
1647971073-1677,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",17 Again,17 Again,https://www.imdb.com/title/tt0974661/?ref_=adv_li_tt,2009,PG-13,1h 42m,6.4,195K,"June 11, 2009 (Thailand)","$64,167,069 ","$23,722,310 ","$136,316,880 ","June 11, 2009"
1647967793-979,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Vicky Cristina Barcelona,Vicky Cristina Barcelona,https://www.imdb.com/title/tt0497465/?ref_=adv_li_tt,2008,PG-13,1h 36m,7.1,252K,"August 15, 2008 (United States)","$23,216,709 ","$3,755,575 ","$96,409,300 ","August 15, 2008"
1647968963-1230,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Curious Case of Benjamin Button,The Curious Case of Benjamin Button,https://www.imdb.com/title/tt0421715/?ref_=adv_li_tt,2008,PG-13,2h 46m,7.8,631K,"February 12, 2009 (Thailand)","$127,509,326 ","$26,853,816 ","$335,802,786 ","February 12, 2009"
1647979309-3458,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Ava,Ava,https://www.imdb.com/title/tt8784956/?ref_=adv_li_tt,2020,R,1h 36m,5.4,52K,"July 30, 2020 (Thailand)","$497,747 ","$170,349 ","$3,293,783 ","July 30, 2020"
1647970179-1486,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Public Enemies,Public Enemies,https://www.imdb.com/title/tt1152836/?ref_=adv_li_tt,2009,R,2h 20m,7,296K,"July 23, 2009 (Thailand)","$97,104,620 ","$25,271,675 ","$214,104,620 ","July 23, 2009"
1647967077-825,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Thin Red Line,The Thin Red Line,https://www.imdb.com/title/tt0120863/?ref_=adv_li_tt,1998,R,2h 50m,7.6,184K,"January 15, 1999 (United States)","$36,400,491 ","$282,534 ","$98,126,565 ","January 15, 1999"
1647972284-1926,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Lakeview Terrace,Lakeview Terrace,https://www.imdb.com/title/tt0947802/?ref_=adv_li_tt,2008,PG-13,1h 50m,6.2,52K,"September 19, 2008 (United States)","$39,263,506 ","$15,004,672 ","$44,655,002 ","September 19, 2008"
1647966664-738,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Four Weddings and a Funeral,Four Weddings and a Funeral,https://www.imdb.com/title/tt0109831/?ref_=adv_li_tt,1994,R,1h 57m,7.1,150K,"May 13, 1994 (United Kingdom)","$52,700,832 ","$138,486 ","$245,700,832 ","May 13, 1994"
1647967473-910,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Big Trouble in Little China,Big Trouble in Little China,https://www.imdb.com/title/tt0090728/?ref_=adv_li_tt,1986,PG-13,1h 39m,7.3,136K,"July 2, 1986 (United States)","$11,100,000 ","$2,723,211 ","$11,100,577 ","July 2, 1986"
1647978800-3347,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Under Siege,Under Siege,https://www.imdb.com/title/tt0105690/?ref_=adv_li_tt,1992,R,1h 43m,6.5,85K,"October 9, 1992 (United States)","$83,563,139 ","$15,760,003 ","$156,563,139 ","October 9, 1992"
1647967365-886,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Triple Frontier,Triple Frontier,https://www.imdb.com/title/tt1488606/?ref_=adv_li_tt,2019,R,2h 5m,6.4,123K,"March 13, 2019 (United States)",null,null,null,"March 13, 2019"
1647964814-366,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Raid: Redemption,The Raid: Redemption,https://www.imdb.com/title/tt1899353/?ref_=adv_li_tt,2011,R,1h 41m,7.6,201K,"March 23, 2012 (Indonesia)","$4,105,187 ","$213,785 ","$9,148,519 ","March 23, 2012"
1647969567-1358,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Matilda,Matilda,https://www.imdb.com/title/tt0117008/?ref_=adv_li_tt,1996,PG,1h 38m,7,145K,"August 2, 1996 (United States)","$33,459,416 ","$8,208,609 ","$33,459,416 ","August 2, 1996"
1647979895-3584,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The House That Jack Built,The House That Jack Built,https://www.imdb.com/title/tt4003440/?ref_=adv_li_tt,2018,R,2h 32m,6.8,71K,"October 17, 2018 (Belgium)","$258,106 ","$34,273 ","$3,081,913 ","October 17, 2018"
1647970699-1598,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Taxi Driver,Taxi Driver,https://www.imdb.com/title/tt0075314/?ref_=adv_li_tt,1976,R,1h 54m,8.3,789K,"February 9, 1976 (United States)","$28,262,574 ","$116,458 ","$28,570,902 ","February 9, 1976"
1647974248-2351,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Pet Sematary,Pet Sematary,https://www.imdb.com/title/tt0837563/?ref_=adv_li_tt,2019,18,1h 41m,5.7,90K,"April 5, 2019 (Canada)","$54,724,696 ","$24,502,775 ","$113,118,226 ","April 5, 2019"
1647972835-2045,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Don Juan DeMarco,Don Juan DeMarco,https://www.imdb.com/title/tt0112883/?ref_=adv_li_tt,1994,PG-13,1h 37m,6.7,50K,"April 7, 1995 (United States)","$22,150,451 ","$4,556,274 ","$68,792,531 ","April 7, 1995"
1647967543-925,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Vanilla Sky,Vanilla Sky,https://www.imdb.com/title/tt0259711/?ref_=adv_li_tt,2001,R,2h 16m,6.9,260K,"December 14, 2001 (United States)","$100,618,344 ","$25,015,518 ","$203,388,341 ","December 14, 2001"
1647974996-2514,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Breakdown,Breakdown,https://www.imdb.com/title/tt0118771/?ref_=adv_li_tt,1997,R,1h 33m,7,54K,"May 2, 1997 (United States)","$50,159,144 ","$12,307,128 ","$50,159,144 ","May 2, 1997"
1647965005-402,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Campaign,The Campaign,https://www.imdb.com/title/tt1790886/?ref_=adv_li_tt,2012,R,1h 25m,6.1,130K,"August 10, 2012 (United States)","$86,907,746 ","$26,588,460 ","$104,907,746 ","August 10, 2012"
1647977542-3071,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Four Rooms,Four Rooms,https://www.imdb.com/title/tt0113101/?ref_=adv_li_tt,1995,R,1h 38m,6.7,103K,"December 25, 1995 (United States)","$4,257,354 ","$427,733 ","$4,257,354 ","December 25, 1995"
1647976233-2785,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Red Riding Hood,Red Riding Hood,https://www.imdb.com/title/tt1486185/?ref_=adv_li_tt,2011,PG-13,1h 40m,5.4,111K,"March 11, 2011 (Canada)","$37,662,162 ","$14,005,335 ","$90,260,376 ","March 11, 2011"
1647978033-3179,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Burlesque,Burlesque,https://www.imdb.com/title/tt1126591/?ref_=adv_li_tt,2010,PG-13,1h 59m,6.4,84K,"January 13, 2011 (Thailand)","$39,440,655 ","$11,947,744 ","$89,520,336 ","January 13, 2011"
1647968429-1116,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Shrek the Third,Shrek the Third,https://www.imdb.com/title/tt0413267/?ref_=adv_li_tt,2007,PG,1h 33m,6.1,299K,"May 31, 2007 (Thailand)","$322,719,944 ","$121,629,270 ","$813,367,380 ","May 31, 2007"
1647969502-1344,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Scary Movie,Scary Movie,https://www.imdb.com/title/tt0175142/?ref_=adv_li_tt,2000,R,1h 28m,6.2,253K,"July 7, 2000 (United States)","$157,019,771 ","$42,346,669 ","$278,019,771 ","July 7, 2000"
1647971362-1738,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Dunkirk,Dunkirk,https://www.imdb.com/title/tt5013056/?ref_=adv_li_tt,2017,G,1h 46m,7.8,624K,"July 19, 2017 (France)","$189,740,665 ","$50,513,488 ","$527,016,307 ","July 19, 2017"
1647974393-2383,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Ninja Assassin,Ninja Assassin,https://www.imdb.com/title/tt1186367/?ref_=adv_li_tt,2009,R,1h 39m,6.3,71K,"November 26, 2009 (Thailand)","$38,122,883 ","$13,316,158 ","$61,601,280 ","November 26, 2009"
1647979184-3431,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Dig,The Dig,https://www.imdb.com/title/tt3661210/?ref_=adv_li_tt,2021,PG-13,1h 52m,7.1,71K,"January 29, 2021 (United Kingdom)",null,null,$693 ,"January 29, 2021"
1647975176-2554,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Here Comes the Boom,Here Comes the Boom,https://www.imdb.com/title/tt1648179/?ref_=adv_li_tt,2012,PG,1h 45m,6.4,90K,"January 17, 2013 (Thailand)","$45,290,318 ","$11,816,596 ","$73,100,172 ","January 17, 2013"
1647976729-2893,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",A Dog's Purpose,A Dog's Purpose,https://www.imdb.com/title/tt1753383/?ref_=adv_li_tt,2017,PG,1h 40m,7.2,71K,"January 27, 2017 (United States)","$64,508,620 ","$18,222,810 ","$205,035,819 ","January 27, 2017"
1647963752-136,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Ice Age 2: The Meltdown,Ice Age 2: The Meltdown,https://www.imdb.com/title/tt0438097/?ref_=adv_li_tt,2006,PG,1h 31m,6.8,272K,"April 6, 2006 (Thailand)","$195,330,621 ","$68,033,544 ","$667,094,506 ","April 6, 2006"
